"entity";"status";"labellang";"label";"descriptionlang";"description";"instanceofQ";"instanceof";"sexQ";"sex";"bdate";"byear";"bplaceQ";"bplace";"bplaceLat";"bplaceLon";"bcountryQ";"bcountry";"ddate";"dyear";"dplaceQ";"dplace";"dplaceLat";"dplaceLon";"dcountryQ";"dcountry";"occupationQ";"occupation";"notableworkQ";"notablework";"educatedatQ";"educatedat";"fieldofworkQ";"fieldofwork";"movementQ";"movement";"genreQ";"genre";"influencedbyQ";"influencedby";"memberofQ";"memberof";"awardQ";"award";"viafid";"bneid";"mncarsid";"pic";"wikipedias"
"Q380395";"OK";"es";"Richard Parkes Bonington";"en";"British painter (1801-1828)";"Q5";"ser humano";"Q6581097";"masculino";"+1802-10-25T00:00:00Z";"1802";"Q694780";"Arnold";"53";"-1.122";"Q145";"Reino Unido";"+1828-09-23T00:00:00Z";"1828";"Q84";"Londres";"51.507222222";"-0.1275";"Q145";"Reino Unido";"Q1028181|Q16947657|Q483501";"pintor|litógrafo|artista";NA;NA;"Q273593";"Escuela Nacional Superior de Bellas Artes de París";NA;NA;"Q42865";"orientalismo";NA;NA;NA;NA;NA;NA;NA;NA;"34466889";"XX1128526|XX861789";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Richard_Parkes%20Bonington%20by%20Margaret%20Sarah%20Carpenter%20(n%C3%A9e%20Geddes).jpg";"https://es.wikipedia.org/wiki/Richard_Parkes_Bonington"
"Q26408";"OK";"es";"Pierre Bonnard";"es";"pintor, ilustrador y litógrafo francés";"Q5";"ser humano";"Q6581097";"masculino";"+1867-10-03T00:00:00Z";"1867";"Q269166";"Fontenay-aux-Roses";"48.789166666";"2.285555555";"Q142";"Francia";"+1947-01-23T00:00:00Z";"1947";"Q207967";"Le Cannet";"43.576111111";"7.018611111";"Q142";"Francia";"Q1028181|Q1281618|Q11569986|Q175151|Q644687|Q16947657|Q3391743|Q483501";"pintor|escultor|grabador|impresor|ilustrador|litógrafo|artista visual|artista";"Q47010031|Q3945240";"Nude against the light|Dining Room in the Country";"Q926749|Q337480|Q1059546|Q3268847";"Liceo Condorcet|Academia Julian|Liceo Louis-le-Grand|Liceo Michelet";"Q11629";"pintura";"Q503708";"Nabis";"Q191163|Q214127|Q40446|Q134307";"pintura del paisaje|escena de género|desnudo|retrato";"Q37693|Q5586";"Paul Gauguin|Katsushika Hokusai";"Q2985530|Q270920";"Comité national de l'estampe|Real Academia de Artes";NA;NA;"66499977";"XX1121159|XX1202024";"bonnard-pierre";"https://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait-1889.jpg";"https://es.wikipedia.org/wiki/Pierre_Bonnard"
"Q212600";"OK";"es";"Eugène Boudin";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1824-07-12T00:00:00Z";"1824";"Q231720";"Honfleur";"49.418888888";"0.233055555";"Q142";"Francia";"+1898-08-08T00:00:00Z";"1898";"Q209021";"Deauville";"49.359166666";"0.074444444";"Q142";"Francia";"Q1028181";"pintor";"Q18533309|Q3505014|Q27964080|Q87780246";"Harbor at Lormont|Shore of Trouville|The Port of Bordeaux|The Beach at Trouville, the Empress Eugénie";NA;NA;NA;NA;"Q40415";"impresionismo";"Q191163|Q158607";"pintura del paisaje|marinas";"Q34618|Q621994";"Gustave Courbet|Alexandre Calame";NA;NA;"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"22138922";"XX863769";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Boudin-eugene-c-face-half.jpg";"https://es.wikipedia.org/wiki/Eug%C3%A8ne_Boudin"
"Q483992";"OK";"es";"William-Adolphe Bouguereau";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1825-11-30T00:00:00Z";"1825";"Q82185";"La Rochela";"46.159444444";"-1.151388888";"Q142";"Francia";"+1905-08-19T00:00:00Z";"1905";"Q82185";"La Rochela";"46.159444444";"-1.151388888";"Q142";"Francia";"Q1028181";"pintor";"Q5962062|Q1283024";"La Aurora|El nacimiento de Venus";"Q273593|Q337494";"Escuela Nacional Superior de Bellas Artes de París|Academia Francesa en Roma";"Q11629";"pintura";"Q189458|Q382056";"academicismo|Escuela de Pont-Aven";"Q134307|Q5448026|Q3374376";"retrato|pintura de personaje|pintura mitológica";NA;NA;"Q337531|Q3075578";"Academia de Bellas Artes|Fondation Taylor";"Q576434|Q10855216|Q10855271|Q10855195|Q10855212|Q17366245";"Premio de Roma|Gran Oficial de la Orden Nacional de la Legión de Honor|Caballero de la Orden Nacional de la Legión de Honor|Oficial de la Orden Nacional de la Legión de Honor|Comandante de la Orden Nacional de la Legión de Honor|Encomienda de la Orden de Isabel la Católica";"41966603";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/William-Adolphe_Bouguereau%20photo.jpg";"https://es.wikipedia.org/wiki/William-Adolphe_Bouguereau"
"Q633574";"OK";"es";"Félix Bracquemond";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1833-05-22T00:00:00Z";"1833";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1914-10-29T00:00:00Z";"1914";"Q206493";"Sèvres";"48.823055555";"2.210833333";"Q142";"Francia";"Q1028181|Q16947657|Q10862983|Q11569986|Q7541856|Q1925963|Q36180|Q3391743";"pintor|litógrafo|aguafuertista|grabador|ceramista|artista gráfico|escritor|artista visual";"Q17495271";"Q17495271";NA;NA;NA;NA;NA;NA;"Q134307|Q631931";"retrato|artes decorativas";NA;NA;"Q675016|Q91615401";"Société nationale des beaux-arts|Société des aquafortistes français";"Q10855195";"Oficial de la Orden Nacional de la Legión de Honor";"64059337";"XX891775";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lix_Bracquemonde%20by%20Nadar.jpg";"https://es.wikipedia.org/wiki/F%C3%A9lix_Bracquemond"
"Q273552";"OK";"es";"Marie Bracquemond";"es";"pintora francesa";"Q5";"ser humano";"Q6581072";"femenino";"+1840-12-01T00:00:00Z";"1840";"Q494957";"Landunvez";"48.5325";"-4.726944444";"Q142";"Francia";"+1916-01-17T00:00:00Z";"1916";"Q206493";"Sèvres";"48.823055555";"2.210833333";"Q142";"Francia";"Q1028181|Q24056480|Q11569986|Q7541856|Q483501";"pintor|pintor de porcelana|grabador|ceramista|artista";"Q17491938|Q17495930";"La dama de blanco|Tres mujeres con sombrillas";NA;NA;"Q11629|Q271588|Q13464614";"pintura|grabado|artes cerámicas";"Q11034";"impresión";"Q134307";"retrato";"Q773855|Q296|Q46373";"Alfred Stevens|Claude Monet|Edgar Degas";NA;NA;NA;NA;"5809326";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Marie_Bracquemond%202.jpg|https://commons.wikimedia.org/wiki/Special:FilePath/Marie_Bracquemond%20Under%20the%20Lamp.jpg|https://commons.wikimedia.org/wiki/Special:FilePath/Marie_Bracquemond%20by%20Marie%20Bracquemond.jpg";"https://es.wikipedia.org/wiki/Marie_Bracquemond"
"Q16872911";"OK";"es";"Édouard Brandon";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1831-07-03T00:00:00Z";"1831";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1897-05-20T00:00:00Z";"1897";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181";"pintor";NA;NA;"Q273593";"Escuela Nacional Superior de Bellas Artes de París";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"39645861";NA;NA;NA;NA
"Q15247081";"OK";"es";"John Leslie Breck";"es";"artista estadounidense";"Q5";"ser humano";"Q6581097";"masculino";"+1860-04-10T00:00:00Z";"1860";"Q55438959";"en el mar";NA;NA;"";"";"+1899-03-18T00:00:00Z";"1899";"Q100";"Boston";"42.360277777";"-71.057777777";"Q30";"Estados Unidos";"Q1028181";"pintor";NA;NA;"Q7589975|Q337480";"St. Mark's School|Academia Julian";NA;NA;NA;NA;"Q191163";"pintura del paisaje";NA;NA;NA;NA;NA;NA;"83563466";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of%20John%20Leslie%20Breck.jpg";"https://es.wikipedia.org/wiki/John_Leslie_Breck"
"Q289441";"OK";"es";"George Hendrik Breitner";"es";"pintor impresionista holandés";"Q5";"ser humano";"Q6581097";"masculino";"+1857-09-12T00:00:00Z";"1857";"Q34370";"Róterdam";"51.92";"4.48";"Q55";"Países Bajos";"+1923-06-05T00:00:00Z";"1923";"Q727";"Ámsterdam";"52.366666666";"4.883333333";"Q55";"Países Bajos";"Q1028181|Q33231|Q47005195|Q11569986|Q14623005|Q15296811";"pintor|fotógrafo|grabador sobre madera|grabador|dibujante arquitectónico|dibujante";"Q13107541|Q13418238|Q13571245";"The Singel Bridge at the Paleisstraat in Amsterdam|Chica en kimono blanco|Rijdende artillerie";"Q511291|Q1816228|Q656601|Q56587288|Q116923588";"Real Academia de Bellas Artes de La Haya|academia van beeldende kunsten|Willem de Kooning Academy|Polytechnical School in Delft|Haagsche Teekenacademie";NA;NA;"Q1232633";"Escuela de La Haya";"Q170571|Q134307|Q191163|Q40446|Q383898|Q1935974";"bodegón|retrato|pintura del paisaje|desnudo|arte militar|paisaje urbano";NA;NA;"Q2117648|Q1232633";"Arti et Amicitiae|Escuela de La Haya";"Q2962574";"Royal Prize for Painting";"71495339";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/George_Hendrik%20Breitner%20-%20photo%2002.jpg";"https://es.wikipedia.org/wiki/George_Hendrik_Breitner"
"Q282043";"OK";"es";"Jules Breton";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1827-05-01T00:00:00Z";"1827";"Q323072";"Courrières";"50.458055555";"2.947222222";"Q142";"Francia";"+1906-07-05T00:00:00Z";"1906";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q36180|Q49757";"pintor|escritor|poeta";"Q17491853|Q17492007|Q17493285";"The Blessing of the wheat in Artois|Q17492007|El llamamiento de las espigadoras";"Q3268558";"Escuela Albert Chatelet";"Q11629";"pintura";"Q10857409";"realismo";NA;NA;"Q1357683";"François Bonvin";"Q143357|Q337531|Q270920";"Escuela de Barbizon|Academia de Bellas Artes|Real Academia de Artes";"Q10855212";"Comandante de la Orden Nacional de la Legión de Honor";"12439722";"XX1212172";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Jules_Breton%20(cropped).jpg";"https://es.wikipedia.org/wiki/Jules_Breton"
"Q535188";"OK";"es";"Aristide Bruant";"es";"cantante francés";"Q5";"ser humano";"Q6581097";"masculino";"+1851-05-06T00:00:00Z";"1851";"Q908694";"Courtenay";"48.039166666";"3.055277777";"Q142";"Francia";"+1925-02-10T00:00:00Z";"1925";"Q200126";"XVIII Distrito de París";"48.89215";"2.344447222";"Q142";"Francia";"Q13391399|Q177220|Q245068|Q488205|Q22810659|Q49757|Q36180|Q1930187|Q4964182|Q36834";"chansonnier|cantante|comediante|cantautor|propietario de club nocturno|poeta|escritor|periodista|filósofo|compositor";NA;NA;NA;NA;"Q27939|Q1062400|Q638|Q268416";"canto|chanson|música|bellas letras";NA;NA;"Q1062400";"chanson";NA;NA;NA;NA;NA;NA;"51686469";"XX1206421";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Aristide_Bruant%20by%20Nadar%20ca.%201898%20bw%20restored%20cut.jpg|https://commons.wikimedia.org/wiki/Special:FilePath/Lautrec_ambassadeurs,%20aristide%20bruant%20(poster)%201892.jpg";"https://es.wikipedia.org/wiki/Aristide_Bruant"
"Q5588070";"OK";"es";"William Blair Bruce";"es";"pintor canadiense";"Q5";"ser humano";"Q6581097";"masculino";"+1859-10-08T00:00:00Z";"1859";"Q133116";"Hamilton";"43.256666666";"-79.869166666";"Q16";"Canadá";"+1906-11-17T00:00:00Z";"1906";"Q1754";"Estocolmo";"59.329444444";"18.068611111";"Q34";"Suecia";"Q1028181";"pintor";"Q17494171|Q18574359|Q18599264|Q43223504";"Marine|The Departure of the Ship|Open-air Studio|On the Quay";"Q337480";"Academia Julian";NA;NA;NA;NA;"Q40415";"impresionismo";"Q1384543";"Theodore Robinson";"Q18239255";"Grez colony";NA;NA;"43216405";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/William_Blair%20Bruce.jpg";NA
"Q325271";"OK";"es";"Alfred Bruyas";"es";"coleccionista, mecenas y pintor aficionado francés de Montpellier";"Q5";"ser humano";"Q6581097";"masculino";"+1821-08-15T00:00:00Z";"1821";"Q6441";"Montpellier";"43.610919444";"3.877230555";"Q142";"Francia";"+1877-01-01T00:00:00Z";"1877";"Q6441";"Montpellier";"43.610919444";"3.877230555";"Q142";"Francia";"Q10732476|Q1028181";"coleccionista de arte|pintor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"37026988";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Alfred_bruyas.jpg";NA
"Q325568";"OK";"es";"Dennis Miller Bunker";"es";"artista estadounidense";"Q5";"ser humano";"Q6581097";"masculino";"+1861-11-06T00:00:00Z";"1861";"Q60";"Nueva York";"40.712777777";"-74.006111111";"Q30";"Estados Unidos";"+1890-12-28T00:00:00Z";"1890";"Q100";"Boston";"42.360277777";"-71.057777777";"Q30";"Estados Unidos";"Q1028181";"pintor";NA;NA;"Q1056289";"École des Beaux-Arts";"Q11629";"pintura";"Q2477787";"impresionismo americano";"Q134307";"retrato";NA;NA;NA;NA;NA;NA;"50033211";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Dennis_Miller%20Bunker.jpg";"https://es.wikipedia.org/wiki/Dennis_Miller_Bunker"
"Q16872927";"OK";"es";"Pierre-Isidore Bureau";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1822-02-28T00:00:00Z";"1822";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1876-06-08T00:00:00Z";"1876";"Q1456977";"Parmain";"49.114722222";"2.208611111";"Q142";"Francia";"Q1028181";"pintor";NA;NA;NA;NA;NA;NA;"Q40415";"impresionismo";NA;NA;NA;NA;NA;NA;NA;NA;"96040912";NA;NA;NA;NA
"Q3379474";"OK";"es";"Philippe Burty";"en";"French artist and writer (1830–1890)";"Q5";"ser humano";"Q6581097";"masculino";"+1830-02-06T00:00:00Z";"1830";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1890-06-03T00:00:00Z";"1890";"Q514622";"Astaffort";"44.063888888";"0.651388888";"Q142";"Francia";"Q36180|Q4164507|Q1930187|Q10732476";"escritor|crítico de arte|periodista|coleccionista de arte";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"44372406";"XX4915779";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Burty,_Philippe,%20par%20Etienne%20Carjat,%20BNF%20Gallica.jpg";NA
"Q310437";"OK";"es";"Alexandre Cabanel";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1823-09-28T00:00:00Z";"1823";"Q6441";"Montpellier";"43.610919444";"3.877230555";"Q142";"Francia";"+1889-01-23T00:00:00Z";"1889";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q1622272";"pintor|profesor universitario";"Q1212861|Q17490668|Q2980775";"El nacimiento de Venus|Q17490668|Cleopatra probando venenos en condenados a muerte";"Q273593|Q337494";"Escuela Nacional Superior de Bellas Artes de París|Academia Francesa en Roma";"Q11629";"pintura";"Q189458";"academicismo";"Q742333|Q40446|Q134307|Q214127";"pintura de historia|desnudo|retrato|escena de género";NA;NA;"Q337531";"Academia de Bellas Artes";"Q10855212|Q576434|Q544092";"Comandante de la Orden Nacional de la Legión de Honor|Premio de Roma|Orden de San Miguel de Baviera";"34728607";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Self_Portrait%20(Alexandre%20Cabanel).jpg";"https://es.wikipedia.org/wiki/Alexandre_Cabanel"
"Q295144";"OK";"es";"Gustave Caillebotte";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1848-08-19T00:00:00Z";"1848";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1894-02-21T00:00:00Z";"1894";"Q221968";"Gennevilliers";"48.925555555";"2.294444444";"Q142";"Francia";"Q1028181|Q10732476|Q15472169|Q1475726|Q2860259|Q476246|Q40348|Q81096|Q1925963";"pintor|coleccionista de arte|mecenas|filatelista|arquitecto naval|regatista|abogado|ingeniero|artista gráfico";"Q1452762|Q1766454|Q1857132";"Calle de Paris, dia de lluvia|Los acuchilladores de parqué|Vista sobre los techos, efecto de nieve";"Q1059546|Q3064259|Q273593";"Liceo Louis-le-Grand|Facultad de Derecho de París|Escuela Nacional Superior de Bellas Artes de París";"Q11629";"pintura";"Q40415";"impresionismo";"Q134307|Q2302151|Q170571|Q214127|Q191163|Q40446|Q1935974";"retrato|pintura animalista|bodegón|escena de género|pintura del paisaje|desnudo|paisaje urbano";NA;NA;"Q2946492";"Q2946492";NA;NA;"71399604";"XX891516";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Caillebotteautoportrait.jpg";"https://es.wikipedia.org/wiki/Gustave_Caillebotte"
"Q2566915";"OK";"es";"Adolphe-Félix Cals";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1810-10-17T00:00:00Z";"1810";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1880-10-03T00:00:00Z";"1880";"Q231720";"Honfleur";"49.418888888";"0.233055555";"Q142";"Francia";"Q1028181";"pintor";"Q17491125|Q17491283|Q17491453";"Q17491125|Effileuses d'étoupe|Q17491453";"Q273593";"Escuela Nacional Superior de Bellas Artes de París";NA;NA;"Q143357";"Escuela de Barbizon";"Q191163|Q214127|Q134307";"pintura del paisaje|escena de género|retrato";NA;NA;NA;NA;NA;NA;"27338574";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Cals_29%20portrait%20of%20the%20artist.jpg";"https://es.wikipedia.org/wiki/Adolphe-F%C3%A9lix_Cals"
"Q968285";"OK";"es";"Charles Camoin";"es";"pintor francés (1879–1965)";"Q5";"ser humano";"Q6581097";"masculino";"+1879-09-23T00:00:00Z";"1879";"Q23482";"Marsella";"43.296666666";"5.376388888";"Q142";"Francia";"+1965-05-20T00:00:00Z";"1965";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q15296811|Q16947657|Q11569986";"pintor|dibujante|litógrafo|grabador";NA;NA;"Q273593";"Escuela Nacional Superior de Bellas Artes de París";NA;NA;NA;NA;"Q134307";"retrato";NA;NA;NA;NA;"Q10855195";"Oficial de la Orden Nacional de la Legión de Honor";"151851";NA;"camoin-charles";NA;"https://es.wikipedia.org/wiki/Charles_Camoin"
"Q274901";"OK";"es";"Carolus-Duran";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1837-07-04T00:00:00Z";"1837";"Q648";"Lille";"50.631944444";"3.0575";"Q142";"Francia";"+1917-02-17T00:00:00Z";"1917";"Q187153";"XIV Distrito de París";"48.833022222";"2.326888888";"Q142";"Francia";"Q1028181";"pintor";"Q17490686|Q17491276|Q2105253";"Q17490686|Portrait Édouard Manet|Portrait of Mme*** (Madame Durant)";"Q60847289|Q337473";"École des beaux-arts de Lille|Academia Suiza";NA;NA;NA;NA;"Q134307";"retrato";NA;NA;"Q604840|Q337531|Q25381687";"Liga de la Patria Francesa|Academia de Bellas Artes|Société du Jing-lar";"Q10855216";"Gran Oficial de la Orden Nacional de la Legión de Honor";"34662644";"XX1505642";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of%20Carolus-Duran.jpg";"https://es.wikipedia.org/wiki/Carolus-Duran"
"Q725681";"OK";"es";"Ramón Casas";"es";"autor español";"Q5";"ser humano";"Q6581097";"masculino";"+1866-01-04T00:00:00Z";"1866";"Q1492";"Barcelona";"41.3825";"2.176944444";"Q29";"España";"+1932-02-29T00:00:00Z";"1932";"Q1492";"Barcelona";"41.3825";"2.176944444";"Q29";"España";"Q1028181|Q15296811|Q1925963";"pintor|dibujante|artista gráfico";"Q3202358|Q4889277|Q609986";"Plein Air|Ramon Casas y Pere Romeu en un tándem|Retrato de Elisa Casas";NA;NA;"Q11629";"pintura";"Q40415";"impresionismo";"Q134307";"retrato";NA;NA;NA;NA;NA;NA;"64805264";"XX858350";"casas-i-carbo-ramon";"https://commons.wikimedia.org/wiki/Special:FilePath/Ramon_Casas%20-%20Self-portrait%20-%20Google%20Art%20Project%20(559678).jpg|https://commons.wikimedia.org/wiki/Special:FilePath/(Barcelona)_Santiago%20Rusi%C3%B1ol%20-%20Ramon%20Casas%20velocipedista%20close%20up.jpg";"https://es.wikipedia.org/wiki/Ram%C3%B3n_Casas"
"Q173223";"OK";"es";"Mary Cassatt";"es";"pintora estadounidense";"Q5";"ser humano";"Q6581072";"femenino";"+1844-05-22T00:00:00Z";"1844";"Q1752800";"Allegheny";"40.45";"-80.02";"Q30";"Estados Unidos";"+1926-06-14T00:00:00Z";"1926";"Q1161335";"Le Mesnil-Théribus";"49.300833333";"1.987222222";"Q142";"Francia";"Q1028181|Q11569986|Q1925963|Q33231|Q10862983";"pintor|grabador|artista gráfico|fotógrafo|aguafuertista";"Q18519125";"Portrait of an Elderly Lady in a Bonnet: Red Background";"Q1952033";"Academia de Bellas Artes de Pensilvania";NA;NA;"Q40415";"impresionismo";"Q1400853|Q214127|Q191163|Q29527347";"retrato pictórico|escena de género|pintura del paisaje|figura";NA;NA;NA;NA;"Q10855271|Q1967852";"Caballero de la Orden Nacional de la Legión de Honor|Salón Nacional de la Fama de Mujeres";"2478969";"XX843907|XX6310312";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/1914_Mary%20Cassatt.jpg";"https://es.wikipedia.org/wiki/Mary_Cassatt"
"Q65351";"OK";"es";"Paul Cassirer";"es";"artista alemán";"Q5";"ser humano";"Q6581097";"masculino";"+1871-02-21T00:00:00Z";"1871";"Q4077";"Görlitz";"51.152777777";"14.987222222";"Q183";"Alemania";"+1926-01-07T00:00:00Z";"1926";"Q64";"Berlín";"52.516666666";"13.383333333";"Q183";"Alemania";"Q173950|Q2516866|Q10732476";"marchante de arte|editor|coleccionista de arte";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"97723613|2126159248340704870004|3728158070672808780001";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/1912_von%20Kalckreuth%20Portrait%20Paul%20Cassirer%20anagoria.JPG";"https://es.wikipedia.org/wiki/Paul_Cassirer"
"Q2233399";"OK";"es";"Jules-Antoine Castagnary";"en";"French art critic (1830–1888)";"Q5";"ser humano";"Q6581097";"masculino";"+1830-04-11T00:00:00Z";"1830";"Q191126";"Saintes";"45.745277777";"-0.634444444";"Q142";"Francia";"+1888-05-11T00:00:00Z";"1888";"Q3447265";"rue Brémontier";"48.8847";"2.30396";"Q142";"Francia";"Q1930187|Q4164507|Q82955";"periodista|crítico de arte|político";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"51749104";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Jules-Antoine_Castagnary%20by%20F%C3%A9lix%20Bracquemond.jpg";NA
"Q35548";"OK";"es";"Paul Cézanne";"es";"pintor francés posimpresionista";"Q5";"ser humano";"Q6581097";"masculino";"+1839-01-19T00:00:00Z";"1839";"Q47465";"Aix-en-Provence";"43.527777777";"5.445555555";"Q142";"Francia";"+1906-10-22T00:00:00Z";"1906";"Q47465";"Aix-en-Provence";"43.527777777";"5.445555555";"Q142";"Francia";"Q1028181|Q11569986|Q16947657|Q15296811|Q1925963";"pintor|grabador|litógrafo|dibujante|artista gráfico";"Q600379|Q614986|Q682750";"Las orillas del Marne|A Modern Olympia|La montaña de Sainte-Victoire, vista desde Bibémus";"Q2302586|Q337473|Q1204304";"Universidad de Aix-Marsella|Academia Suiza|Universidad Paul Cézanne Aix-Marseille III";"Q11629";"pintura";"Q166713";"posimpresionismo";"Q170571|Q214127|Q191163|Q134307";"bodegón|escena de género|pintura del paisaje|retrato";"Q33477|Q34618";"Eugène Delacroix|Gustave Courbet";NA;NA;NA;NA;"39374836";"XX1116852";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Paul-Cezanne.jpg";"https://es.wikipedia.org/wiki/Paul_C%C3%A9zanne"
"Q744488";"OK";"es";"Jules Champfleury";"en";"French author (1821–1889)";"Q5";"ser humano";"Q6581097";"masculino";"+1821-09-10T00:00:00Z";"1821";"Q167141";"Laon";"49.563333333";"3.623611111";"Q142";"Francia";"+1889-12-06T00:00:00Z";"1889";"Q206493";"Sèvres";"48.823055555";"2.210833333";"Q142";"Francia";"Q36180|Q6625963|Q4263842|Q4164507|Q1930187|Q1792450";"escritor|novelista|crítico literario|crítico de arte|periodista|historiador del arte";"Q124311468|Q42194846|Q124128883|Q125176402";"Q124311468|Le Réalisme|Q124128883|Q125176402";NA;NA;NA;NA;"Q667661";"realismo literario";"Q35760";"ensayo";NA;NA;"Q3488400";"Sociedad heliográfica";"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"19675620";"XX959093|XX6495217";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Champfleury.jpg";"https://es.wikipedia.org/wiki/Jules_Champfleury"
